"id","slug","name","sku","oem","brand","category","group","stock","price","seoUrl"
"327","alyan-baslikli-disk-civatasi-esb-4000-14-ekersan","ALYAN BAŞLIKLI DİSK CİVATASI","ESB 4000 14","9429900004-9429902804","Ekersan","Disk Bijonu/Civatası","BİJON","5692","73.46","https://frenciniz.com/urun/327/alyan-baslikli-disk-civatasi-esb-4000-14-ekersan"
"328","disk-civatasi-dengeleyici-esb-4000-11-ekersan","DİSK CİVATASI DENGELEYİCİ","ESB 4000 11","SFAX0049-4375100410","Ekersan","Disk Bijonu/Civatası","BİJON","2001","73.46","https://frenciniz.com/urun/328/disk-civatasi-dengeleyici-esb-4000-11-ekersan"
"329","axor-anahtar-basli-disk-civatasi-esb-4000-10-ekersan","AXOR ANAHTAR BAŞLI DİSK CİVATASI","ESB 4000 10","4343291410 - SFAX0050","Ekersan","Disk Bijonu/Civatası","BİJON","5200","73.46","https://frenciniz.com/urun/329/axor-anahtar-basli-disk-civatasi-esb-4000-10-ekersan"
"330","bijon-otokar-kent-on-disk-karsan-no-4472-336-520-esb-3912-20-ekersan","BİJON OTOKAR KENT ÖN DİSK (KARSAN NO: 4472 336 520)","ESB 3912 20","","Ekersan","Bijon","BİJON","410","189.43","https://frenciniz.com/urun/330/bijon-otokar-kent-on-disk-karsan-no-4472-336-520-esb-3912-20-ekersan"
"331","bijon-bmc-arka-sag-frz-capi-24-mm-110-mm-esb-351-10-r-ekersan","BİJON BMC ARKA/SAĞ (FRZ.ÇAPI:24 MM)-110 MM","ESB 351 10-R","","Ekersan","Bijon","BİJON","350","199.31","https://frenciniz.com/urun/331/bijon-bmc-arka-sag-frz-capi-24-mm-110-mm-esb-351-10-r-ekersan"
"332","bijon-935-profesyonel-arka-bijon-145-mm-esb-345-10-ekersan","BİJON 935 Profesyonel Arka Bijon (145 MM)","ESB 345 10","","Ekersan","Bijon","BİJON","390","236.42","https://frenciniz.com/urun/332/bijon-935-profesyonel-arka-bijon-145-mm-esb-345-10-ekersan"
"333","bijon-270-fatih-827-prof-arka-132-mm-esb-344-10-ekersan","BİJON 270 FATİH / 827 PROF. ARKA (132 MM)","ESB 344 10","","Ekersan","Bijon","BİJON","440","236.42","https://frenciniz.com/urun/333/bijon-270-fatih-827-prof-arka-132-mm-esb-344-10-ekersan"
"334","bijon-fatih-int-prof-arka-117-mm-takviyeli-esb-342-10-ekersan","BİJON FATİH İNT./PROF.ARKA-117 MM TAKVİYELİ","ESB 342 10","","Ekersan","Bijon","BİJON","9686","199.31","https://frenciniz.com/urun/334/bijon-fatih-int-prof-arka-117-mm-takviyeli-esb-342-10-ekersan"
"335","bijon-fatih-int-prof-on-esb-340-20-ekersan","BİJON FATİH İNT./PROF.ÖN","ESB 340 20","7K60192","Ekersan","Bijon","BİJON","4506","199.31","https://frenciniz.com/urun/335/bijon-fatih-int-prof-on-esb-340-20-ekersan"
"336","bijon-fatih-int-prof-arka-117-mm-esb-340-10-ekersan","BİJON FATİH İNT./PROF.ARKA-117 MM","ESB 340 10","7K60177KOM-760177","Ekersan","Bijon","BİJON","5379","199.31","https://frenciniz.com/urun/336/bijon-fatih-int-prof-arka-117-mm-esb-340-10-ekersan"
"337","bijon-214-26-dev-fatih-on-e-m-82-mm-esb-330-20-ekersan","BİJON 214.26 DEV FATİH ÖN/E.M.-82 MM","ESB 330 20","7K13123","Ekersan","Bijon","BİJON","100","199.31","https://frenciniz.com/urun/337/bijon-214-26-dev-fatih-on-e-m-82-mm-esb-330-20-ekersan"
"338","bijon-162-fatih-on-sol-77-mm-esb-310-21-l-ekersan","BİJON 162 FATİH ÖN/SOL-77 MM","ESB 310 21-L","K5C1051","Ekersan","Bijon","BİJON","10","186.94","https://frenciniz.com/urun/338/bijon-162-fatih-on-sol-77-mm-esb-310-21-l-ekersan"
"339","bijon-162-fatih-arka-sag-110-mm-esb-310-10-r-ekersan","BİJON 162 FATİH ARKA/SAĞ-110 MM","ESB 310 10-R","K5C2150","Ekersan","Bijon","BİJON","10","186.94","https://frenciniz.com/urun/339/bijon-162-fatih-arka-sag-110-mm-esb-310-10-r-ekersan"
"340","tga-man-arka-frezeli-esb-273-10-ekersan","TGA Man Arka Frezeli","ESB 273 10","","Ekersan","Bijon","BİJON","8","199.31","https://frenciniz.com/urun/340/tga-man-arka-frezeli-esb-273-10-ekersan"
"341","bijon-man-tga-tgs-tgx-esb-272-10-ekersan","Bijon MAN TGA TGS TGX","ESB 272 10","81455010174","Ekersan","Bijon","BİJON","1969","186.94","https://frenciniz.com/urun/341/bijon-man-tga-tgs-tgx-esb-272-10-ekersan"
"342","tga-man-arka-frezeli-esb-261-10-ekersan","TGA Man Arka Frezeli","ESB 261 10","TGA Man Arka Frezeli","Ekersan","Bijon","BİJON","210","186.94","https://frenciniz.com/urun/342/tga-man-arka-frezeli-esb-261-10-ekersan"
"343","bijon-man-tga-tgs-tgx-esb-260-20-ekersan","Bijon MAN TGA TGS TGX","ESB 260 20","81455010133 - 81455010129","Ekersan","Bijon","BİJON","1404","186.94","https://frenciniz.com/urun/343/bijon-man-tga-tgs-tgx-esb-260-20-ekersan"
"344","bijon-man-tga-tgs-tgx-esb-260-10-ekersan","Bijon MAN TGA TGS TGX","ESB 260 10","81455010131-81455010176","Ekersan","Bijon","BİJON","2813","186.94","https://frenciniz.com/urun/344/bijon-man-tga-tgs-tgx-esb-260-10-ekersan"
"345","bijon-gigant-dingil-95-mm-esb-2413-10-ekersan","BİJON GİGANT DİNGİL-95 MM","ESB 2413 10","9713579","Ekersan","Bijon","BİJON","160","215.8","https://frenciniz.com/urun/345/bijon-gigant-dingil-95-mm-esb-2413-10-ekersan"
"346","bijon-otokar-sultan-disk-on-esb-2412-20-ekersan","BİJON OTOKAR SULTAN DİSK ÖN","ESB 2412 20","","Ekersan","Bijon","BİJON","20","156.7","https://frenciniz.com/urun/346/bijon-otokar-sultan-disk-on-esb-2412-20-ekersan"
"347","bijon-otokar-sultan-arka-disk-esb-2412-10-ekersan","BİJON OTOKAR SULTAN ARKA DİSK","ESB 2412 10","","Ekersan","Bijon","BİJON","10","156.7","https://frenciniz.com/urun/347/bijon-otokar-sultan-arka-disk-esb-2412-10-ekersan"
"348","renault-210-disk-bijonu-esb-2321-10-ekersan","Renault 210 Disk Bijonu","ESB 2321 10","","Ekersan","Disk Bijonu/Civatası","BİJON","1090","175.94","https://frenciniz.com/urun/348/renault-210-disk-bijonu-esb-2321-10-ekersan"
"349","renault-magnum-114-mm-esb-2318-10-ekersan","Renault Magnum 114 mm","ESB 2318 10","5010241892","Ekersan","Bijon","BİJON","220","199.31","https://frenciniz.com/urun/349/renault-magnum-114-mm-esb-2318-10-ekersan"
"350","bijon-renault-440-on-disk-79-50-mm-yuvarlak-kafa-25mm-2311-20-esb-2317-20-ekersan","BİJON RENAULT 440 ÖN DİSK-79,50 MM (YUVARLAK KAFA) 25MM (2311-20)","ESB 2317 20","20515514-7420515514","Ekersan","Bijon","BİJON","2452","199.31","https://frenciniz.com/urun/350/bijon-renault-440-on-disk-79-50-mm-yuvarlak-kafa-25mm-2311-20-esb-2317-20-ekersan"
"351","bijon-dps-renault-440-arka-disk-esb-2316-20-ekersan","BİJON DPS RENAULT 440 ARKA DİSK","ESB 2316 20","20515517-7420515517","Ekersan","Bijon","BİJON","7017","199.31","https://frenciniz.com/urun/351/bijon-dps-renault-440-arka-disk-esb-2316-20-ekersan"
"352","bijon-renault-370-420-440-arka-disk-114-mm-cargo-3238-esb-2316-10-ekersan","BİJON RENAULT 370-420-440 ARKA DİSK -114 MM CARGO 3238","ESB 2316 10","20524942-21147687-7421147687","Ekersan","Bijon","BİJON","730","199.31","https://frenciniz.com/urun/352/bijon-renault-370-420-440-arka-disk-114-mm-cargo-3238-esb-2316-10-ekersan"
"353","bijon-renault-370-420-disk-on-70-mm-esb-2313-10-ekersan","BİJON RENAULT 370-420 DİSK ÖN-70 MM","ESB 2313 10","5000737601","Ekersan","Bijon","BİJON","619","199.31","https://frenciniz.com/urun/353/bijon-renault-370-420-disk-on-70-mm-esb-2313-10-ekersan"
"354","bijon-renault-370-420-disk-arka-95-mm-flansli-esb-2312-10-ekersan","BİJON RENAULT 370-420 DİSK ARKA-95 MM (FLANŞLI)","ESB 2312 10","5010566244","Ekersan","Bijon","BİJON","1765","215.8","https://frenciniz.com/urun/354/bijon-renault-370-420-disk-arka-95-mm-flansli-esb-2312-10-ekersan"
"355","bijon-renault-370-on-kampanali-79-mm-2317-20-esb-2311-20-ekersan","BİJON RENAULT 370 ÖN KAMPANALI -79 MM (2317 20)","ESB 2311 20","5010319141-190221","Ekersan","Bijon","BİJON","250","199.31","https://frenciniz.com/urun/355/bijon-renault-370-on-kampanali-79-mm-2317-20-esb-2311-20-ekersan"
"356","bijon-dps-reno-370-420-ceker-esb-2311-10-ekersan","BİJON DPS RENO 370-420 ÇEKER","ESB 2311 10","5010439317-5010439406","Ekersan","Bijon","BİJON","470","215.8","https://frenciniz.com/urun/356/bijon-dps-reno-370-420-ceker-esb-2311-10-ekersan"
"357","bijon-renault-370-420-430-arka-103-mm-kampanali-esb-2310-10-ekersan","BİJON RENAULT 370-420-430 ARKA-103 MM KAMPANALI","ESB 2310 10","0000190220-190513","Ekersan","Bijon","BİJON","927","199.31","https://frenciniz.com/urun/357/bijon-renault-370-420-430-arka-103-mm-kampanali-esb-2310-10-ekersan"
"358","efe-dorse-dipten-frezeli-bijon-100-mm-esb-2240-10-ekersan","Efe Dorse Dipten Frezeli Bijon (100 mm)","ESB 2240 10","Efe Dorse Dipten Frezeli Bijon (100 mm)","Ekersan","Bijon","BİJON","160","255.66","https://frenciniz.com/urun/358/efe-dorse-dipten-frezeli-bijon-100-mm-esb-2240-10-ekersan"
"359","bijon-dps-fruehauf-smb-esb-2117-10-ekersan","BİJON DPS FRUEHAUF- SMB","ESB 2117 10","M069131-M200048-M69131-M069123","Ekersan","Bijon","BİJON","480","211.69","https://frenciniz.com/urun/359/bijon-dps-fruehauf-smb-esb-2117-10-ekersan"
"360","fruehauf-dorse-106-mm-esb-2112-10-ekersan","Fruehauf Dorse 106 mm","ESB 2112 10","A-FA0230","Ekersan","Bijon","BİJON","570","211.68","https://frenciniz.com/urun/360/fruehauf-dorse-106-mm-esb-2112-10-ekersan"
"361","bijon-dorse-treyler-esb-2111-10-ekersan","Bijon Dorse Treyler","ESB 2111 10","AJA0491001-AJB11623A-M006891-15613-11623-	6891","Ekersan","Bijon","BİJON","400","211.68","https://frenciniz.com/urun/361/bijon-dorse-treyler-esb-2111-10-ekersan"
"362","bijon-dorse-treyler-esb-2110-10-ekersan","Bijon Dorse Treyler","ESB 2110 10","20630-AJA491002-AJA0491002-M003133-17328-	3133-491002","Ekersan","Bijon","BİJON","450","211.68","https://frenciniz.com/urun/362/bijon-dorse-treyler-esb-2110-10-ekersan"
"363","sertel-dingil-bijonu-100-mm-esb-2033-10-ekersan","Sertel Dingil Bijonu  100 mm","ESB 2033 10","","Ekersan","Bijon","BİJON","1159","199.31","https://frenciniz.com/urun/363/sertel-dingil-bijonu-100-mm-esb-2033-10-ekersan"
"364","bijon-esb-2032-10-ekersan","Bijon","ESB 2032 10","","Ekersan","Bijon","BİJON","30700","199.31","https://frenciniz.com/urun/364/bijon-esb-2032-10-ekersan"
"365","bijon-esb-2030-10-ekersan","Bijon","ESB 2030 10","","Ekersan","Bijon","BİJON","4431","199.31","https://frenciniz.com/urun/365/bijon-esb-2030-10-ekersan"
"366","pilot-dorse-esb-2010-10-ekersan","Pilot Dorse","ESB 2010 10","","Ekersan","Bijon","BİJON","3800","199.31","https://frenciniz.com/urun/366/pilot-dorse-esb-2010-10-ekersan"
"367","bijon-esb-1915-10-ekersan","Bijon","ESB 1915 10","","Ekersan","Bijon","BİJON","1871","211.68","https://frenciniz.com/urun/367/bijon-esb-1915-10-ekersan"
"368","tir-dorse-22x1-5-esb-1914-10-ekersan","Tır Dorse 22X1.5","ESB 1914 10","","Ekersan","Bijon","BİJON","2143","211.68","https://frenciniz.com/urun/368/tir-dorse-22x1-5-esb-1914-10-ekersan"
"369","bijon-saf-holland-esb-1818-10-ekersan","Bijon SAF Holland","ESB 1818 10","1303111811-3302115600","Ekersan","Bijon","BİJON","695","199.31","https://frenciniz.com/urun/369/bijon-saf-holland-esb-1818-10-ekersan"
"370","bijon-saf-dorse-on-disk-frezeli-65-50-mm-esb-1817-20-ekersan","BİJON SAF DORSE ÖN/DİSK/FREZELİ 65,50 MM","ESB 1817 20","","Ekersan","Bijon","BİJON","4539","199.31","https://frenciniz.com/urun/370/bijon-saf-dorse-on-disk-frezeli-65-50-mm-esb-1817-20-ekersan"
"371","bijon-saf-holland-esb-1816-10-ekersan","Bijon SAF Holland","ESB 1816 10","1303112010-3302115700","Ekersan","Bijon","BİJON","4398","199.31","https://frenciniz.com/urun/371/bijon-saf-holland-esb-1816-10-ekersan"
"372","bijon-saf-holland-esb-1815-10-ekersan","Bijon SAF Holland","ESB 1815 10","1303107511-1303107510-3302107600-A5446","Ekersan","Bijon","BİJON","3692","199.31","https://frenciniz.com/urun/372/bijon-saf-holland-esb-1815-10-ekersan"
"373","bijon-saf-dorse-iveco-frezeli-73-mm-disk-esb-1813-10-ekersan","BİJON SAF DORSE İVECO FREZELİ-73 MM DİSK","ESB 1813 10","1303111810 - 13031117410","Ekersan","Bijon","BİJON","7553","199.31","https://frenciniz.com/urun/373/bijon-saf-dorse-iveco-frezeli-73-mm-disk-esb-1813-10-ekersan"
"374","bijon-saf-dorse-83-mm-safir-ym-esb-1811-10-ekersan","BiJON SAF DORSE 83 MM SAFİR YM","ESB 1811 10","1303107412-3302107800-1303107413-1303107411-1303107410","Ekersan","Bijon","BİJON","2454","199.31","https://frenciniz.com/urun/374/bijon-saf-dorse-83-mm-safir-ym-esb-1811-10-ekersan"
"375","bijon-bpw-ecoplus-esb-1725-10-ekersan","Bijon BPW ECOPlus","ESB 1725 10","329633120-	329633121","Ekersan","Bijon","BİJON","3790","199.31","https://frenciniz.com/urun/375/bijon-bpw-ecoplus-esb-1725-10-ekersan"
"376","bijon-bpw-ecoplus-esb-1723-10-ekersan","Bijon BPW ECOPlus","ESB 1723 10","0329633141","Ekersan","Bijon","BİJON","1971","199.31","https://frenciniz.com/urun/376/bijon-bpw-ecoplus-esb-1723-10-ekersan"
"377","bijon-bpw-ecoplus-esb-1722-10-ekersan","Bijon BPW ECOPlus","ESB 1722 10","329633110","Ekersan","Bijon","BİJON","6593","199.31","https://frenciniz.com/urun/377/bijon-bpw-ecoplus-esb-1722-10-ekersan"
"378","bijon-bpw-ecoplus-esb-1719-10-ekersan","Bijon BPW ECOPlus","ESB 1719 10","329623150-980623270","Ekersan","Bijon","BİJON","1710","218.55","https://frenciniz.com/urun/378/bijon-bpw-ecoplus-esb-1719-10-ekersan"
"379","bijon-bpw-ecoplus-esb-1714-10-ekersan","Bijon BPW ECOPlus","ESB 1714 10","329623170-980623220-8241000989","Ekersan","Bijon","BİJON","2318","218.55","https://frenciniz.com/urun/379/bijon-bpw-ecoplus-esb-1714-10-ekersan"
"380","bpw-dorse-takviyeli-esb-1711-10-ekersan","Bpw Dorse Takviyeli","ESB 1711 10","329613170","Ekersan","Bijon","BİJON","1079","218.55","https://frenciniz.com/urun/380/bpw-dorse-takviyeli-esb-1711-10-ekersan"
"381","bijon-mercedes-403-on-bijon-dps-esb-160-20-1-ekersan","BİJON MERCEDES 403 ÖN BİJON (DPS)","ESB 160 20-1","3384015071","Ekersan","Bijon","BİJON","240","178.06","https://frenciniz.com/urun/381/bijon-mercedes-403-on-bijon-dps-esb-160-20-1-ekersan"
"382","bijon-volvo-ispit-t-arka-100-mm-esb-1511-10-ekersan","BİJON VOLVO İSPİT T ARKA-100 MM","ESB 1511 10","272740-288799-250708600-659112611","Ekersan","Bijon","BİJON","60","178.69","https://frenciniz.com/urun/382/bijon-volvo-ispit-t-arka-100-mm-esb-1511-10-ekersan"
"383","bijon-scania-volvo-esb-1426-20-ekersan","Bijon Scania Volvo","ESB 1426 20","7420515515-20515515","Ekersan","Bijon","BİJON","2765","199.31","https://frenciniz.com/urun/383/bijon-scania-volvo-esb-1426-20-ekersan"
"384","bijon-scania-volvo-esb-1426-10-ekersan","Bijon Scania Volvo","ESB 1426 10","20515519-7420515519","Ekersan","Bijon","BİJON","6086","210.3","https://frenciniz.com/urun/384/bijon-scania-volvo-esb-1426-10-ekersan"
"385","bijon-scania-volvo-esb-1414-10-ekersan","Bijon Scania Volvo","ESB 1414 10","20524942-7421147687","Ekersan","Bijon","BİJON","2944","199.31","https://frenciniz.com/urun/385/bijon-scania-volvo-esb-1414-10-ekersan"
"386","volvo-arka-110-mm-esb-1413-10-ekersan","Volvo Arka 110 mm","ESB 1413 10","1573083-1589010-1589009","Ekersan","Bijon","BİJON","80","199.31","https://frenciniz.com/urun/386/volvo-arka-110-mm-esb-1413-10-ekersan"
"387","bijon-scania-volvo-esb-1412-10-ekersan","Bijon Scania Volvo","ESB 1412 10","3963997","Ekersan","Bijon","BİJON","830","210.3","https://frenciniz.com/urun/387/bijon-scania-volvo-esb-1412-10-ekersan"
"388","bijon-volvo-arka-uzun-117-mm-cap-27-mm-buyuk-kafa-esb-1411-10-ekersan","BİJON VOLVO ARKA UZUN-117 MM ÇAP 27 MM BÜYÜK KAFA","ESB 1411 10","20428545-15890088","Ekersan","Bijon","BİJON","1512","218.55","https://frenciniz.com/urun/388/bijon-volvo-arka-uzun-117-mm-cap-27-mm-buyuk-kafa-esb-1411-10-ekersan"
"389","bijon-scania-volvo-esb-1410-20-ekersan","Bijon Scania Volvo","ESB 1410 20","1573081","Ekersan","Bijon","BİJON","2097","199.31","https://frenciniz.com/urun/389/bijon-scania-volvo-esb-1410-20-ekersan"
"390","bijon-scania-volvo-esb-1410-10-ekersan","Bijon Scania Volvo","ESB 1410 10","1573082","Ekersan","Bijon","BİJON","1594","199.31","https://frenciniz.com/urun/390/bijon-scania-volvo-esb-1410-10-ekersan"
"391","bijon-ror-dorse-85-mm-esb-1313-10-ekersan","BİJON ROR DORSE-85 MM","ESB 1313 10","21022167","Ekersan","Bijon","BİJON","280","218.55","https://frenciniz.com/urun/391/bijon-ror-dorse-85-mm-esb-1313-10-ekersan"
"392","bijon-ror-meritor-esb-1312-10-ekersan","Bijon ROR Meritor","ESB 1312 10","21020977-21020997","Ekersan","Bijon","BİJON","150","218.55","https://frenciniz.com/urun/392/bijon-ror-meritor-esb-1312-10-ekersan"
"393","bijon-mercedes-actros-axor-atego-esb-111-20-1-ekersan","Bijon Mercedes Actros Axor Atego","ESB 111 20-1","3814010171-3174010371-3274010471-3054010071","Ekersan","Bijon","BİJON","140","180.79","https://frenciniz.com/urun/393/bijon-mercedes-actros-axor-atego-esb-111-20-1-ekersan"
"394","bijon-daf-cf-xf-esb-1014-10-ekersan","Bijon DAF CF XF","ESB 1014 10","620646 - 1309191 - 99730","Ekersan","Bijon","BİJON","1335","199.31","https://frenciniz.com/urun/394/bijon-daf-cf-xf-esb-1014-10-ekersan"
"395","bijon-daf-cf-xf-esb-1013-10-ekersan","Bijon DAF CF XF","ESB 1013 10","99720-1337020","Ekersan","Bijon","BİJON","1556","199.31","https://frenciniz.com/urun/395/bijon-daf-cf-xf-esb-1013-10-ekersan"
"396","bijon-daf-cf-xf-esb-1012-10-ekersan","Bijon DAF CF XF","ESB 1012 10","99731-1309190-1356736-890763","Ekersan","Bijon","BİJON","1085","199.31","https://frenciniz.com/urun/396/bijon-daf-cf-xf-esb-1012-10-ekersan"
"397","bijon-daf-cf-xf-esb-1010-20-ekersan","Bijon DAF CF XF","ESB 1010 20","99730-1309191-620646","Ekersan","Bijon","BİJON","1077","199.31","https://frenciniz.com/urun/397/bijon-daf-cf-xf-esb-1010-20-ekersan"
"398","bijon-daf-cf-xf-esb-1010-10-ekersan","Bijon DAF CF XF","ESB 1010 10","99717-1373007-1308038-620649","Ekersan","Bijon","BİJON","1462","210.3","https://frenciniz.com/urun/398/bijon-daf-cf-xf-esb-1010-10-ekersan"
"399","otomatik-fren-circiri-man-tga-tgs-tgx-esc-80328-ekersan","Otomatik Fren Cırcırı MAN TGA TGS TGX","ESC 80328","81506106255-81506106259-80087","Ekersan","Otomatik Fren Cırcırı","CIRCIR","3","1452","https://frenciniz.com/urun/399/otomatik-fren-circiri-man-tga-tgs-tgx-esc-80328-ekersan"
"400","otomatik-fren-circiri-renault-midlum-premium-magnum-esc-79460-ekersan","Otomatik Fren Cırcırı Renault Midlum Premium Magnum","ESC 79460","5010260117-79077","Ekersan","Otomatik Fren Cırcırı","CIRCIR","14","1452","https://frenciniz.com/urun/400/otomatik-fren-circiri-renault-midlum-premium-magnum-esc-79460-ekersan"
"401","ekersan-423071-man-26-281-circir-sol-esc-79374-ekersan","EKERSAN 423071 MAN 26-281 CIRCIR SOL","ESC 79374","81506106077-81506106129-81506106187-81506106221-815061033187-4731733-70731-60501-70965-72986-72509-2625-	42625","Ekersan","Fren Cırcırı","CIRCIR","42","1452","https://frenciniz.com/urun/401/ekersan-423071-man-26-281-circir-sol-esc-79374-ekersan"
"402","423070-man-26-281-circir-sag-esc-79373-ekersan","423070 MAN 26-281 CIRCIR SAĞ","ESC 79373","42620-2620-6001-72508-72985-70964-70730-60001-4731725-1004000-815061032188-81506106220-81506106188-81506106128-81506106078","Ekersan","Fren Cırcırı","CIRCIR","51","1452","https://frenciniz.com/urun/402/423070-man-26-281-circir-sag-esc-79373-ekersan"
"403","otomatik-fren-circiri-man-tga-tgs-tgx-esc-79361-ekersan","Otomatik Fren Cırcırı MAN TGA TGS TGX","ESC 79361","81506106084-81506106154-81506106212-81506107154-79211-72971-72321-70723-2090-42090-14722-4731642","Ekersan","Otomatik Fren Cırcırı","CIRCIR","74","1452","https://frenciniz.com/urun/403/otomatik-fren-circiri-man-tga-tgs-tgx-esc-79361-ekersan"
"404","otomatik-fren-circiri-esc-79335-ekersan","Otomatik Fren Cırcırı","ESC 79335","43365-3714200038","Ekersan","Otomatik Fren Cırcırı","CIRCIR","62","1452","https://frenciniz.com/urun/404/otomatik-fren-circiri-esc-79335-ekersan"
"405","ekersan-scania-4020-fren-circiri-sag-esc-78198-ekersan","EKERSAN SCANIA 4020 FREN CIRCIRI SAĞ","ESC 78198","","Ekersan","Fren Cırcırı","CIRCIR","25","1452","https://frenciniz.com/urun/405/ekersan-scania-4020-fren-circiri-sag-esc-78198-ekersan"
"406","ekersan-scania-4021-fren-circiri-sol-esc-78197-ekersan","EKERSAN SCANIA 4021 FREN CIRCIRI SOL","ESC 78197","","Ekersan","Fren Cırcırı","CIRCIR","25","1452","https://frenciniz.com/urun/406/ekersan-scania-4021-fren-circiri-sol-esc-78197-ekersan"
"407","fren-circiri-scania-2771-esc-72878-ekersan","FREN CIRCIRI SCANIA 2771","ESC 72878","72728","Ekersan","Fren Cırcırı","CIRCIR","44","1452","https://frenciniz.com/urun/407/fren-circiri-scania-2771-esc-72878-ekersan"
"408","fren-circiri-scania-2772-esc-72877-ekersan","FREN CIRCIRI SCANIA 2772","ESC 72877","72727","Ekersan","Fren Cırcırı","CIRCIR","50","1452","https://frenciniz.com/urun/408/fren-circiri-scania-2772-esc-72877-ekersan"
"409","ekersan-424078-fren-circir-daf-esc-72855-ekersan","EKERSAN 424078 FREN CIRCIR DAF","ESC 72855","755617","Ekersan","Fren Cırcırı","CIRCIR","16","1452","https://frenciniz.com/urun/409/ekersan-424078-fren-circir-daf-esc-72855-ekersan"
"410","ekersan-424077-fren-circir-daf-esc-72854-ekersan","EKERSAN 424077 FREN CIRCIR DAF","ESC 72854","755616","Ekersan","Fren Cırcırı","CIRCIR","16","1452","https://frenciniz.com/urun/410/ekersan-424077-fren-circir-daf-esc-72854-ekersan"
"411","ekersan-3226-maraton-circir-arka-esc-72735-ekersan","EKERSAN 3226 MARATON CIRCIR ARKA","ESC 72735","807632","Ekersan","Fren Cırcırı","CIRCIR","30","1452","https://frenciniz.com/urun/411/ekersan-3226-maraton-circir-arka-esc-72735-ekersan"
"412","daf-esc-72695-ekersan","DAF","ESC 72695","43660-72313-297172-159564","Ekersan","Fren Cırcırı","CIRCIR","4","1452","https://frenciniz.com/urun/412/daf-esc-72695-ekersan"
